CourseTypeBroadName,FundingGroupName,,UnitLevelCode,UnitPrimaryFOECode,UnitPrimaryFOEDetailedName,UnitPrimaryFOENarrowName,UnitPrimaryFOEBroadName, 2024 EFTSL 
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.75
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,3,80307,Organisation Management,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,1,90311,Indigenous Studies,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91515,Eastern Asian Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.375
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10913,Human Biology,Biological Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,100701,Audio Visual Studies,Communication And Media Studies,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.625
Undergraduate,Domestic - C'wealth Supported,,3,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10500,Chemical Sciences,Chemical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.75
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,1
Undergraduate,Domestic - C'wealth Supported,,1,39999,Engineering And Related Technologies Not Elsewhere Classifie,Other Engineering And Related Technologies,Engineering And Related Technologies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90701,Psychology,Behavioural Science,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,1,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80101,Accounting,Accounting,Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,1.375
Undergraduate,Domestic - C'wealth Supported,,1,10199,Mathematical Sciences Not Elsewhere Classified,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,2.125
Undergraduate,Domestic - C'wealth Supported,,0,89999,Management And Commerce Not Elsewhere Classified,Other Management And Commerce,Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,2,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,2,80311,International Business,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90901,Business And Commercial Law,Law,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,2.25
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,3,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90101,Political Science,Political Science And Policy Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,3,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,69903,Human Movement,Other Health,Health,0.375
Undergraduate,Domestic - C'wealth Supported,,2,91505,Southern European Languages,Language And Literature,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,129999,Mixed Field Programmes Not Elsewhere Classified,Other Mixed Field Programmes,Mixed Field Programmes,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.25
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.625
Undergraduate,Domestic - C'wealth Supported,,2,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.875
Undergraduate,Domestic - C'wealth Supported,,1,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,0.25
Undergraduate,Domestic - C'wealth Supported,,3,40103,Urban Design And Regional Planning,Architecture And Urban Environment,Architecture And Building,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80309,Industrial Relations,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80307,Organisation Management,Business And Management,Management And Commerce,0.5
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91103,Legal Studies,Justice And Law Enforcement,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90309,Human Geography,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,1.5
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,0.625
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,1.75
Undergraduate,Domestic - C'wealth Supported,,3,91901,Economics,Economics And Econometrics,Society And Culture,2.125
Undergraduate,Domestic - C'wealth Supported,,3,91903,Econometrics,Economics And Econometrics,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90303,Anthropology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90303,Anthropology,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,20103,Programming,Computer Science,Information Technology,0.625
Undergraduate,Domestic - C'wealth Supported,,3,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10301,Physics,Physics And Astronomy,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,19907,Pharmacology,Other Natural And Physical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,1
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10101,Mathematics,Mathematical Sciences,Natural And Physical Sciences,1.75
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,2,19903,Forensic Science,Other Natural And Physical Sciences,Natural And Physical Sciences,0.375
Undergraduate,Domestic - C'wealth Supported,,1,20103,Programming,Computer Science,Information Technology,0.125
Undergraduate,Domestic - C'wealth Supported,,2,91701,Philosophy,Philosophy And Religious Studies,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,2,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,3,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50900,Environmental Studies,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90599,Human Welfare Studies And Services Not Elsewhere Classified,Human Welfare Studies And Services,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,3,99999,Society And Culture Not Elsewhere Classified,Other Society And Culture,Society And Culture,0.5
Undergraduate,Domestic - C'wealth Supported,,1,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90305,History,Studies In Human Society,Society And Culture,0.125
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,0.375
Undergraduate,Domestic - C'wealth Supported,,1,81101,Banking And Finance,"Banking, Finance And Related Fields",Management And Commerce,2.25
Undergraduate,Domestic - C'wealth Supported,,2,91903,Econometrics,Economics And Econometrics,Society And Culture,1.75
Undergraduate,Domestic - C'wealth Supported,,1,91901,Economics,Economics And Econometrics,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,3,80300,Business And Management,Business And Management,Management And Commerce,0.25
Undergraduate,Domestic - C'wealth Supported,,1,100301,Fine Arts,Visual Arts And Crafts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,1,50999,Environmental Studies Not Elsewhere Classified,Environmental Studies,Agriculture  Environmental And Related Studies,0.125
Undergraduate,Domestic - C'wealth Supported,,1,10703,Geology,Earth Sciences,Natural And Physical Sciences,0.125
Undergraduate,Domestic - C'wealth Supported,,1,80399,Business And Management Not Elsewhere Classified,Business And Management,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,90900,Law,Law,Society And Culture,0.25
Undergraduate,Domestic - C'wealth Supported,,1,10103,Statistics,Mathematical Sciences,Natural And Physical Sciences,1.875
Undergraduate,Domestic - C'wealth Supported,,2,91901,Economics,Economics And Econometrics,Society And Culture,2
Undergraduate,Domestic - C'wealth Supported,,2,80505,Marketing,Sales And Marketing,Management And Commerce,0.125
Undergraduate,Domestic - C'wealth Supported,,1,100101,Music,Performing Arts,Creative Arts,0.125
Undergraduate,Domestic - C'wealth Supported,,2,90309,Human Geography,Studies In Human Society,Society And Culture,2.125
